id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
GSM1539215_treat	0	0.062405123	0	0.063994346	0.27918492	0.037004814	0.026363344	0	0.045030129	0.041514482	0.032406131	0.036518514	0.190234632	0.01848658	0	0	0	0.008844438	0	0.007382392	0	0.150630156
GSM1539216_treat	0	0.110985379	0	0.105625521	0.033739652	0.172923256	0.034545607	0	0	0	0.090410401	0	0.301640843	0.014719847	0	0.000468065	0	0.011235941	0.004615259	0	0	0.119090229
GSM1539217_treat	0.00179693	0.029535578	0	0.082601858	0.169868063	0	0	0	0.049217236	0	0.196110711	0	0.231549	0.044313955	0	0	0	0.009257881	0	0.03518494	0	0.150563846
GSM1539218_treat	0	0.075787231	0	0.209316691	0.166401306	0	0.004508262	0	0.065093994	0	0.059425884	0.035111438	0.203688123	0.017274575	0	0	0	0.004858666	0	0	0	0.158533829
GSM1539219_treat	0	0.004202148	0	0.098681009	0.091508893	0.15225621	0.002723301	0	0	0.03397117	0.107497214	0.019462001	0.268966584	0.016522679	0	0	0	0.002330234	0	0.031178778	0	0.170699778
GSM1539220_treat	0	0.01431499	0	0.178677243	0.107677606	0	0.024102337	0	0.018342314	0	0.213055246	0.031659254	0.17852104	0.013228316	0	0	0	0.00017639	0	0.034875781	0	0.185369484
GSM1539221_treat	0	0.017733767	0	0.238026721	0.052740092	0	0.022253637	0	0	0	0.142379183	0	0.262940214	0.025632353	0	0	0	0.001397426	0	0.030062533	0	0.206834073
GSM1539222_treat	0	0.014800147	0	0.093357702	0.177778873	0	0	0	0.039018006	0	0.159668622	0	0.275139732	0.022130992	0	0	0	0.000748726	0	0.002667178	0	0.214690021
GSM1539223_treat	0	0.003679083	0	0.083080249	0.116511801	0.149106104	0.03223261	0	0	0	0.11219391	0.015475761	0.195496684	0.020117356	0	0	0	0.003803052	0	0.035530493	0	0.232772898
GSM1539224_treat	0	0.010691934	0	0.07558373	0.127290408	0	0	0	0.016482667	0	0.173057123	0	0.326339543	0.044047928	0	0	0	0	0	0.00268266	0	0.223824007
GSM1539225_treat	0	0.02029443	0	0.059168094	0.231225428	0	0	0	0.0283327	0	0.10765683	0	0.313424521	0.02679673	0	0	0	0.003662718	0	0.010590064	0	0.198848486
GSM1539226_treat	0	0.033358605	0	0.155006784	0.121131294	0.016547636	0.047927225	0	0	0.081932154	0.146209889	0.042950496	0.264476152	0.01181622	0	0	0	0	0	0.010042121	0	0.068601425
GSM1539227_treat	0.002122774	0.014488023	0	0.056154553	0.113389097	0	0.014082436	0	0.053630059	0	0.135845484	0	0.292988654	0.034049215	0	0	0	0.007732901	0.006484982	0	0	0.269031821
GSM1539228_treat	0	0.029781405	0	0.086693335	0.117070017	0	0.002218105	0	0.028831545	0	0.112385638	0	0.351944556	0.035413139	0	0	0	0.010152837	0	0.046285392	0	0.17922403
GSM1539229_treat	0	0.02065294	0	0.084495275	0.114029548	0	0.003004875	0	0.009782217	0	0.201009599	0.043112795	0.258825539	0.02836005	0	0	0	0.000927471	0	0.001316898	0	0.234482792
GSM1539230_treat	0	0.017162748	0	0.070166089	0.18775974	0.045803484	0.027337587	0	0.005938217	0	0.095912255	0.042406266	0.21282001	0.0213031	0	0	0	0.003268092	0	0.011144003	0	0.25897841
GSM1539231_treat	0	0.029089342	0	0.159752962	0.08112679	0.02409642	0	0	0.033733572	0	0.230189732	0	0.237637028	0.048452383	0	0	0	0	0	0.029908994	0	0.126012778
GSM1539232_treat	0	0.015489401	0	0.164590415	0.05725525	0	0.021867381	0	0.01841723	0	0.148244266	0.002457272	0.256917147	0.041238615	0	0	0	0	0	0.016680977	0	0.256842045
GSM1539233_treat	0	0.020313027	0	0.08525475	0.168297709	0	0.027142062	0	0.032480056	0	0.158822386	0.053169505	0.23687399	0.034858747	0	0	0	0	0	0	0	0.182787768
GSM1539234_treat	0.00024339	0.025677764	0	0.105671882	0.169963001	0	0	0	0.049630379	0	0.211183117	0.001395962	0.235244776	0.015869723	0	0	0	0.001920762	0	0.001747752	0	0.181451495
GSM1539235_treat	0	0.020773704	0	0.149709456	0.140152784	0.02902054	0.023710846	0	0.002415012	0	0.113161499	0	0.255885427	0.01904794	0	0	0	0.001543234	0	0.042910608	0	0.20166895
GSM1539236_treat	0	0.011650053	0	0.292591125	0.053988498	0	0.035354654	0	0	0	0.077355463	0.019417978	0.361609253	0.013939731	0	0	0	0.003536358	0	0.020321396	0	0.11023549
GSM1539237_treat	0	0.038067936	0	0.021884353	0.0684112	0.001614633	0	0	0.025496498	0	0.063860527	0.020834956	0.288140119	0.021132565	0	0	0	0.007826985	0	0.059264811	0	0.383465417
GSM1539238_treat	0	0.029989073	0	0.099896013	0.199084955	0	0.012888938	0	0.028563784	0	0.12574004	0	0.260819638	0.042527332	0	0	0	0.005193934	0	0	0	0.195296294
GSM1539239_treat	0.004942356	0.042840235	0	0.083940013	0.192183334	0	0.004285265	0	0.047251988	0	0.109744345	0	0.214704126	0.066883501	0	0	0	0.009357056	0	0.007272578	0	0.216595203
GSM1539240_treat	0	0.031846983	0	0.084128256	0.090769004	0	0	0	0.083651745	0	0.17711616	0.014205566	0.219735284	0.033426715	0	0	0	0.00104457	0	0.015580669	0	0.248495048
GSM1539241_treat	0	0.017182463	0	0.179700945	0.093285043	0	0	0	0.016791707	0	0.176726899	0.091503081	0.238951837	0.01465568	0	0	0	0	0	0.006710022	0	0.164492323
GSM1539242_treat	0	0.029453811	0	0.053512152	0.123727328	0.072112062	0.013707813	0	0.038071005	0	0.113859549	0.015717256	0.226393721	0.061482027	0	0	0	0.00693649	0	0.017897497	0	0.227129289
GSM1539243_treat	0	0.026762907	0	0.080652778	0.124692503	0	0.000189258	0	0.061373177	0	0.072018311	0.062047871	0.29399162	0.012951815	0	0	0	0.007180503	0	0.038678737	0	0.219460522
GSM1539244_treat	0	0.004774703	0	0.088319826	0.146698252	0	0.008280255	0	0.070323784	0	0.115526464	0.001804564	0.309990877	0.059708471	0	0	0	0.000574121	0	0.009963764	0	0.18403492
GSM1539245_treat	0	0.017388726	0	0.096396128	0.071652211	0.017892923	0.026194121	0	0	0.011232381	0.158968347	0.050977691	0.246558117	0.0561744	0	0	0	0.006462886	0	0.008427629	0	0.231674438
GSM1539246_treat	0	0.024528551	0	0.09846915	0.137176364	0	0.04394417	0	0.011081559	0	0.16474534	0.000365045	0.249107408	0.033531869	0	0	0	0	0	0.019455569	0	0.217594973
GSM1539247_treat	0	0.051829708	0	0.126155149	0.172458505	0	0.032373276	0	0.028772643	0	0.207925804	0	0.19260558	0.010169889	0	0	0	0.000908091	0	0.010355676	0	0.166445679
GSM1539248_treat	0.005189547	0.000689721	0	0.047594753	0.038717546	0.013381374	0.032188404	0	0.01486256	0.077365469	0.096048163	0	0.462191844	0.023755739	0	0	0	0.031514236	0	0.012254631	0	0.144246013
GSM1539249_treat	0.002086148	0.008076501	0	0.1286832	0.14431889	0.075771194	0.025474805	0	0	0	0.092577933	0.03536828	0.236108532	0.02383755	0	0.001630522	0	0.007302379	0	0.003724967	0	0.215039099
GSM1539250_treat	0	0.022042861	0	0.093090091	0.137363746	0.001400301	0.007546439	0	0.039196013	0	0.139252246	0.007627303	0.319930718	0.027392321	0	0	0	0	0	0.018046206	0	0.187111754
GSM1539251_treat	0	0.028715362	0	0.111646095	0.119213059	0	0.002966942	0	0.076618045	0	0.112179105	0.024153187	0.327293744	0.014214166	0	0	0	0	0	0	0	0.183000295
GSM1539252_treat	0	0.006609194	0	0.283637565	0.112885152	0	0.033613776	0	0.033133147	0	0.170175296	0	0.149002451	0.013219065	0	0	0	0.000308693	0.000581139	0	0	0.196834522
GSM1539253_treat	0	0.015244936	0	0.103052669	0.142821748	0	0.023533412	0	0.001547784	0	0.154426792	0.004977143	0.229486287	0.011189136	0	0	0	0.002061752	0	0.064831053	0	0.24682729
GSM1539254_treat	0.000310013	0.014346978	0	0.180523184	0.151821036	0.026343471	0.026702079	0	0	0	0.117735874	0	0.177156378	0.029393227	0	0	0	0.008112598	0.003799457	0	0	0.263755704
GSM1539255_treat	0	0.014105214	0	0.100953175	0.110306211	0.144327784	1.03E-05	0	0	0.023564971	0.104906061	0.006386559	0.26649497	0.009449116	0	0	0	0.0011604	0	0.010681056	0	0.207654198
GSM1539256_treat	0	0.00769378	0	0.162648718	0.133376484	0.033788165	0.004853942	0	0	0.018361733	0.093381553	0.043818	0.302555822	0.005999952	0	0	0	0.000627981	0	0.012892389	0	0.180001481
GSM1539257_treat	0	0.008418836	0	0.10337008	0.059185273	0.034486087	0	0	0.030199797	0	0.038555486	0.066802925	0.311262711	0.030942604	0	0	0	0.002194549	0	0.030632922	0	0.283948729
GSM1539258_treat	0	0.036606083	0	0.261755772	0.106577871	0	0.007629176	0	0.027600267	0	0.05528185	0.02275808	0.223599218	0.022837674	0	0	0	0	0	0	0	0.23535401
GSM1539259_treat	0	0.031291716	0	0.100644021	0.192598665	0	0.007663681	0	0.041743916	0	0.084171321	0.038288116	0.225878784	0.013620386	0	0	0	0.002558244	0	0	0	0.261541149
GSM1539260_treat	0	0.037865103	0	0.266995571	0.055128017	0	0.039879349	0	0.036741965	0	0.114445505	0	0.188240142	0.024407987	0	0	0	0	0	0	0	0.23629636
GSM1539261_treat	0	0.017792934	0	0.183674374	0.136149539	0	0	0	0.045887133	0	0.137547678	0.056463748	0.185765721	0.01247214	0	0	0	0.002541585	0	0	0	0.221705147
GSM1539262_treat	0.012367434	0.036593688	0	0.153856057	0.186262737	0.019188003	0.001426621	0	0.043962598	0	0.060164589	0.02262238	0.233988379	0.040740603	0	0	0	0.009406275	0	0.002364123	0	0.177056513
GSM1539263_treat	0	0.017840369	0	0.12466486	0.130606663	0	0	0	0.02802748	0	0.132034672	0.059084968	0.289353973	0.016510778	0	0	0	0.005211168	0	0.013890773	0	0.182774295
GSM1539264_treat	0.000391003	0.015808419	0	0.200566832	0.149223762	0	0.015723946	0	0.050108938	0	0.091925151	0.026974653	0.222376452	0.051197561	0	0	0	0	0	0.010111086	0	0.165592196
GSM1539265_treat	0	0.021250031	0	0.175118476	0.251674861	0	0	0	0	0	0.140202121	0	0.279854584	0.006852836	0	0	0	0.002322889	0	0	0	0.122724202
GSM1539266_treat	0	0.026306451	0	0.253283688	0.098480053	0	0.011038619	0	0.009563112	0	0.236521368	0.054270838	0.1727075	0.013676235	0	0	0	0	0	0.013430921	0	0.110721214
GSM1539267_treat	0	0.01851645	0	0.222453462	0.08873732	0	0	0	9.22E-05	0.015840496	0.068070856	0.073295784	0.332273601	0.020595791	0	0	0	0.001641472	0.001569275	0	0	0.156913283
GSM1539268_treat	0	0.009714569	0	0.139481684	0.172243112	0	0.011732098	0	0.018823628	0	0.109660627	0	0.346815015	0.022020331	0	0	0	0.008690542	0	0.009765774	0	0.15105262
GSM1539269_treat	0	0.010451337	0	0.081603339	0.095909599	0	0.007074861	0	0.035558817	0	0.079268288	0.024905618	0.312851155	0.045929807	0	0	0	0	0	0.088253642	0	0.218193536
GSM1539270_treat	0	0.018255664	0	0.264644817	0.031876256	0	0	0	0	0.03932346	0.080725509	0.02927488	0.378158313	0.020442496	0	0	0	0.002365029	0	0	0	0.134933576
GSM1539271_treat	0	0.015210581	0	0.079988254	0.054975671	0	0.005560455	0	0.022617345	0	0.090364147	0.036284005	0.327159135	0.05930884	0	0	0	0.005734965	0	0.044950654	0	0.257845948
GSM1539272_treat	0	0.035972404	0	0.096536883	0.172104094	0	0	0	0.04751374	0	0.088518921	0.026687218	0.305584349	0.021371475	0	0	0	0.022353426	0	0.030638568	0	0.152712751
GSM1539273_treat	0	0.018038911	0	0.119157936	0.111397596	0.039358978	0	0	0.004269429	0.026601462	0.033987391	0.02594077	0.295088478	0.024814738	0	0	0	0.001147559	0	0.03986736	0	0.260329392
GSM1539274_treat	0	0.026827203	0	0.194482916	0.159247326	0	0.037304369	0	0.004329736	0	0.147007845	0.038373165	0.261574941	0.016753025	0	0	0	0.000725211	0	0.011041724	0	0.10233254
GSM1539275_treat	0	0.014922326	0	0.130340379	0.118208704	0	0	0	0.014517743	0	0.18148643	0	0.207614997	0.016821197	0	0	0	0.001918687	0	0.021064166	0	0.29310537
GSM1539276_treat	0	0.029457782	0	0.135376661	0.11464568	0.000951588	0	0	0.012476092	0	0.207006617	0	0.341867787	0.049966968	0	0	0	0.002353436	0	0.020877122	0	0.085020267
GSM1539277_treat	0	0.008762448	0	0.078745031	0.282700624	0	0.032137059	0	0.012230278	0	0.142607335	0.008596898	0.272964567	0.004969945	0	0	0	0.005841883	0	0.021692654	0	0.128751277
GSM1539278_treat	0	0.034807703	0	0.07106022	0.089585625	0	0	0	0.041462935	0	0.183932869	0	0.265122422	0.052400832	0	0	0	0.000530555	0	0.035497917	0	0.225598922
GSM1539279_treat	0	0.055258894	0	0.276992338	0.047280409	0	0	0	0.027394624	0	0.146101154	0	0.247096717	0.017361262	0	0	0	0.002563277	0	0.008633504	0	0.171317821
GSM1539280_treat	0	0.047586287	0	0.157240788	0.21465905	0	0.012452019	0	0.05453517	0	0.148365785	0	0.174314221	0.030136444	0	0	0	0.000741274	0	0.017396273	0	0.142572688
GSM1539281_treat	0	0.025113375	0	0.064485727	0.181056319	0	0.000743341	0	0.074334104	0	0.154862166	0.006723075	0.271707072	0.039321228	0	0	0	0.001657182	0.001991729	0	0	0.178004681
GSM1539282_treat	0	0.035710674	0	0.170455048	0.212820441	0	0	0	0.076905744	0	0.057116224	0.032809281	0.268359008	0.020445018	0	0	0	0.008420413	0	0	0	0.116958149
GSM1539283_treat	0	0.016259661	0	0.290337266	0.100091831	0	0.005270063	0	0	0.026915342	0.038432042	0.101317377	0.344933855	0.017107001	0	0	0	0.007982748	0	0	0	0.051352815
GSM1539284_treat	0	0.022883335	0	0.055418079	0.137139725	0	0	0	0.079412382	0	0.086758576	0.003457102	0.248485373	0.015943033	0	0	0	0.006662661	0	0.062556162	0	0.281283573
GSM1539285_treat	0.001865623	0.033556281	0	0.149720665	0.122021667	0	0.022606117	0	0.02003122	0	0.196701179	0	0.256773224	0.029804883	0	0	0	0.008201107	0	0.026882086	0	0.131835948
GSM1539286_treat	0	0.00615137	0	0.168863743	0.075155177	0	0.01153254	0	0	0.032405458	0.073462524	0.025224697	0.356338827	0.024857165	0	0	0	0.002517402	0	0	0	0.223491098
GSM1539287_treat	0	0.015546755	0	0.234018263	0.14876178	0	0.017546348	0	0.000146122	0	0.139677454	0.033071888	0.217932494	0.008190324	0	0	0	0.000658664	0	0.028312193	0	0.156137714
GSM1539288_treat	0	0.016158635	0	0.234233055	0.037001143	0	0.021419079	0	0	0	0.168736214	0.015603945	0.274743977	0.031203193	0	0	0	0	0	0.0384441	0	0.162456659
GSM1539289_treat	0	0.048683961	0	0.313299332	0.269387076	0	0.034762775	0	0	0.125681309	0.008783074	0.042381993	0.099676586	0.00320434	0	0.001254242	0	9.38E-05	0	0.004849671	0	0.04794183
GSM1539290_treat	0	0.086363089	0	0.209729024	0.137052439	0.015177275	0	0	0.086880032	0	0.106034383	0.026813438	0.218843941	0.007985359	0	0.008718074	0	0.018103832	0	0	0	0.078299115
GSM1539291_treat	0	0.036700703	0	0.076928931	0.125682564	0	0	0	0.048210899	0	0.1316679	0	0.247058254	0.023087798	0	0	0	0.001165029	0	0.057193699	0	0.252304224
GSM1539292_treat	0	0.017752313	0	0.1306548	0.074960076	0	0.017616189	0	0.029042234	0	0.108495007	0.014721082	0.283977616	0.056659029	0	0	0	0.003680591	0	0.036191264	0	0.226249799
GSM1539293_treat	0	0.048561746	0	0.055727597	0.148064988	0	0	0	0.030493214	0	0.115987658	0	0.233791151	0.052239994	0	0	0	0.009368416	0	0.04835633	0	0.257408907
GSM1539294_treat	0	0.003624593	0	0.130186209	0.113255795	0.093067775	0.025939126	0	0	0	0.052580955	0.01688031	0.257712244	0.013931934	0	0	0	0	0	0	0	0.292821058
GSM1539295_treat	0	0.025631171	0	0.280876047	0.028756353	0	0	0	0.038170714	0	0.225054606	0.00619049	0.146496971	0.012621611	0	0.001462163	0	0	0	0.000437425	0	0.234302448
GSM1539296_treat	0	0.019659637	0	0.185550499	0.209946802	0	0.007559119	0	0.0133195	0	0.136046505	0.056428272	0.213518387	0.011644666	0	0	0	0.001272248	0	0.009233319	0	0.135821045
GSM1539297_treat	0	0.009587231	0	0.163618744	0.029817937	0	0	0	0.026235543	0	0.075189155	0.03922036	0.350691938	0.017140216	0	0	0	0	0	0.04632487	0	0.242174006
GSM1539298_treat	0	0.056189725	0	0.034907497	0.11296108	0.036847628	0.000583366	0	0.052033016	0	0.117625496	0	0.268122143	0.034542333	0	0	0	0.008784794	0	0.040023734	0	0.237379187
GSM1539299_treat	0.00173318	0.021220098	0	0.102928762	0.127348651	0.004620113	0.031157908	0	0.030950065	0	0.10277158	0.020955663	0.273512052	0.044977415	0	0	0	0.009782318	0	0.008245916	0	0.219796278
GSM1539300_treat	0	0.028364425	0	0.249502441	0.038090912	0	0.026763184	0	0	0	0.131502695	0.007489429	0.23702969	0.014808451	0	0	0	0.0015994	0.005887404	0	0	0.258961969
GSM1539301_treat	0	0.019507308	0	0.172706467	0.123230255	0	0.008128014	0	0.028518787	0.032586732	0.070895436	0.013276726	0.169010862	0.018613311	0	0	0	0.011831909	0	0.018036409	0	0.313657785
GSM1539302_treat	0	0.024313172	0	0.30227001	0.072358823	0	0.028383168	0	0.008139905	0	0.170209211	0.011303569	0.196891627	0.029260492	0	0	0	0	0	0.014092111	0	0.142777911
GSM1539303_treat	0.005770949	0.027827013	0	0.153781207	0.200995714	0	0.005779099	0	0.084221405	0	0.091216283	0.008175595	0.191611551	0.052061245	0	0	0	0.009862381	0	0.006978713	0	0.161718846
GSM1539304_treat	0	0.030425194	0	0.037277462	0.090723505	0.051492926	0.002207868	0	0.059488291	0	0.106301073	0.056192694	0.291417413	0.006016496	0	0	0	0.005983673	0	0.011896109	0	0.250577296
GSM1539305_treat	0	0.023678245	0	0.164514259	0.078011554	0	0	0	0.019900768	0	0.128005997	0.033906594	0.185319072	0.044723055	0	0	0	0	0	0.027450553	0	0.294489905
GSM1539306_treat	0	0.020310185	0	0.063157262	0.077263494	0	0.003852333	0	0.036290151	0	0.135420903	0	0.29018263	0.031768283	0	0	0	0.001182011	0	0.043425699	0	0.29714705
GSM1539307_treat	0	0.035157612	0	0.252025759	0.058303131	0	0.005122849	0	0.028566107	0	0.107645414	0	0.255340386	0.020873121	0	0	0	0	0	0.024583493	0	0.212382128
GSM1539308_treat	0.000989217	0.023887702	0	0.141214485	0.158604345	0.060625691	0.067402935	0	0	0.041594474	0.079117354	0	0.23592475	0.01441299	0	0	0	0.016752097	0	0.016289467	0	0.143184494
GSM1539309_treat	0	0.018317072	0	0.122755147	0.076490363	0.132688349	0.007674907	0	0	0.028379197	0	0.086384527	0.302778658	0.007194042	0	0	0	0.003053124	0.010733143	0	0	0.203551471
GSM1539310_treat	0.003894266	0.024662518	0	0.185223795	0.122704095	0	0.038818084	0	0.021760435	0	0.26625133	0.018399272	0.154678196	0.018302758	0	0	0	0.006939888	0	0.00406225	0	0.134303114
GSM1539311_treat	0.013182066	0.025212154	0	0.053211619	0.173195934	0.190067815	0.01350153	0	0	0	0.030193409	0.065656653	0.274918422	0	0	0	0	0.000848465	0	0.018474807	0	0.141537126
GSM1539312_treat	0	0.01816541	0	0.257419199	0.055245625	0	0	0	0.03054192	0	0.198412416	0	0.284571883	0.021473483	0	0	0	0	0	0.003174643	0	0.13099542
GSM1539313_treat	0	0.021557135	0	0.126443839	0.116963699	0	0.030978687	0	0.000490307	0	0.248357471	0	0.208514209	0.015840656	0	0	0	0	0	0.003530541	0	0.227323456
GSM1539314_treat	0.00455835	0.013315068	0	0.207258297	0.124280032	0	0.016392956	0	0.005595792	0	0.15558003	0.071571895	0.270474608	0.017199939	0	0	0	0.003216001	0	0.002049126	0	0.108507906
GSM1539315_treat	0	0.024067038	0	0.156232746	0.177960556	0	0.025395912	0	0.019227624	0	0.19312454	0	0.217780146	0.025440373	0	0	0	0.003556529	0	0.01194582	0	0.145268716
GSM1539316_treat	0	0.020441852	0	0.087385681	0.183921624	0	0.003125828	0	0.040800144	0	0.112328868	0.033757755	0.298567577	0.030528032	0	0	0	0.003055246	0	0.061754732	0	0.124332662
GSM1539317_treat	0	0.030659184	0	0.141775477	0.208088721	0	0	0	0.049878379	0	0.111395417	0.034749435	0.180807885	0.029107989	0	0	0	0	0	0.005752452	0	0.207785062
GSM1539318_treat	0	0.016520809	0	0.046096172	0.096105378	0.024167217	0	0	0.050009747	0	0.031865354	0.005513716	0.331499926	0.093374618	0	0	0	0	0	0.053842584	0	0.251004478
GSM1539319_treat	0	0.023392779	0	0.106026666	0.098661567	0	0	0	0.015827811	0	0.162026212	0.030320709	0.292862053	0.034012192	0	0	0	0.005635977	0	0.046243704	0	0.184990329
GSM1539320_treat	0	0.012186999	0	0.140315476	0.253488279	0	0.002317054	0	0.038464734	0	0.092828834	0.02260151	0.266391711	0.027032702	0	0	0	0.00319026	0	0.020868504	0	0.120313938
GSM1539321_treat	0	0.023803538	0	0.215436187	0.135416003	0	0.037609368	0	0	0	0.174719666	0	0.203806888	0.053671367	0	0	0	0.002585054	0	0.002562059	0	0.150389869
GSM1539322_treat	0	0.041006815	0	0.167464953	0.122371171	0.012667669	0.01506638	0	0.001356379	0	0.191105489	0.011223806	0.221645862	0.033346666	0	0	0	0.00120469	0	0.010184933	0	0.171355188
GSM1539323_treat	0.00407365	0.037476729	0	0.084177934	0.203708347	0	0	0	0.064060176	0	0.146458196	0.023606036	0.252860514	0.047017052	0	0	0	0.008914791	0	0.018286172	0	0.109360403
GSM1539324_treat	0.000133161	0.047741774	0	0.127073968	0.237001119	0.013840687	0.003615829	0	0.046670791	0	0.113925715	0.018445828	0.218257959	0.009877903	0	0	0	0.002813559	0	0	0	0.160601708
GSM1539325_treat	0	0.05967365	0	0.286982676	0.090880991	0	0.013487664	0	0.010467089	0	0.167577058	0	0.217933609	0.006553549	0	0	0	0	0	0.02417694	0	0.122266775
GSM1539326_treat	0.000351357	0.003756918	0	0.234564555	0.084082548	0	0.027513974	0	0.042537216	0	0.295399989	0.004978738	0.155148398	0.020423372	0	0	0	0.006049942	0	0.024095642	0	0.101097351
GSM1539327_treat	0	0.016794298	0	0.228157513	0.221770899	0	0	0	0.047782473	0	0.156334465	0.003670658	0.190903983	0.019078034	0	0	0	0.002207485	0	0.006225567	0	0.107074626
GSM1539328_treat	0	0.059217562	0	0.112240338	0.175472514	0	0.002892127	0	0.059735616	0	0.111222741	0	0.270878892	0.060695825	0	0	0	0.008988939	0	0.005447383	0	0.133208063
GSM1539329_treat	0	0.018591916	0	0.09022069	0.190044535	0	0	0	0.062761303	0	0.122887217	0	0.239024358	0.024064028	0	0	0	0.003186391	0	0.025331436	0	0.223888125
GSM1539330_treat	0	0.015252284	0	0.254243896	0.069668002	0	0.000466865	0	0.023717163	0	0.135068779	0.030609448	0.247379285	0.027659815	0	0	0	0	0	0.042160467	0	0.153773996
GSM1539331_con	0.003031581	0.029989542	0	0.164810239	0.197391185	0	5.59E-05	0	0.023318437	0	0.059018589	0.044866543	0.202672035	0.043803019	0	0	0	0.009644352	0	0.064857002	0	0.15654158
GSM1539332_con	0	0.006487674	0	0.07795882	0.310070824	0	0	0	0	0	0.124038146	0	0.222222512	0.020378309	0	0	0	0.001974609	0	0.056667002	0	0.180202103
GSM1539333_con	0.000348242	0.015500697	0	0.040804164	0.085928264	0.049006716	0	0	0.011360644	0	0.049283431	0.044194902	0.378714242	0.033048691	0	0	0	0.006888969	0	0.005121513	0	0.279799525
GSM1539334_con	0.001156839	0.028198778	0	0.183174637	0.151062037	0	0.0011193	0	0.069578691	0	0.172120928	0	0.163950945	0.057419694	0	0	0	0.006656252	0	0.001429976	0	0.164131923
GSM1539335_con	0	0.01694688	0	0.160366444	0.116713179	0	0.003938355	0	0.045099602	0	0.160297803	0	0.24024675	0.02165302	0	0	0	0	0.003019157	0	0	0.231718811
GSM1539336_con	0	0.021150202	0	0.19595531	0.103329349	0.047181152	0.043323775	0	0	0.010308404	0.120809764	0.002997543	0.20277447	0.015095589	0	0	0	0.001668377	0	0.000346079	0	0.235059986
GSM1539337_con	0	0.031398738	0	0.213844092	0.062155965	0.027528885	0	0	0.001971132	0	0.05223908	0.091054766	0.311973265	0.01251043	0	0	0	0.002509508	0	0.013670781	0	0.179143358
GSM1539338_con	0.003523081	0.031621303	0	0.070714429	0.057813092	0.073939056	0.022294273	0	0	0.011850078	0.175950119	0	0.311293592	0.001327663	0	0	0	0.015296391	0	0.032744391	0	0.191632531
GSM1539339_con	0	0.012426352	0	0.05492129	0.099992197	0.11789834	0.010771905	0	0	0	0.071303495	0.026162536	0.307159075	0.025287347	0	0	0	0.003258885	0.004373716	0	0	0.266444863
GSM1539340_con	0	0.045674982	0	0.182355941	0.193258769	0	0	0	0.03341913	0	0.101380159	0.007437261	0.243361498	0.018412119	0	0	0	0.000997069	0	0.004035151	0	0.16966792
GSM1539341_con	0	0.028787326	0	0.011938995	0.107302261	0.187888978	0.000238149	0	0	0	0.147467918	0.028677528	0.207704066	0.002977104	0	0	0	0.004359913	0	0.01067417	0	0.261983592
GSM1539342_con	0	0.025157441	0	0.114978965	0.046550209	0.201566457	0.005835381	0	0	0.033092726	0.016444182	0.05560736	0.19747672	0.014391278	0	0	0	0	0	0.031163538	0	0.257735743
GSM1539343_con	0	0.012302616	0	0.087439128	0.082739073	0.131298068	0	0	0	0.012519557	0.11055029	0.061472456	0.255838272	0.004847796	0	0	0	0.002660008	0	0.036130156	0	0.20220258
GSM1539344_con	0	0.062229148	0	0.094703489	0.018237252	0.250669071	0	0	0	0.073293827	0.013337448	0.103506701	0.192474127	0.010448735	0	0	0	0.000377284	0	0	0	0.180722917
GSM1539345_con	0	0.033900112	0	0.114154338	0.04721184	0.12464408	0.000620688	0	0.012650653	0	0.146509649	0	0.363947937	0.008268828	0	0	0	0.001103206	0	0.008614301	0	0.138374368
GSM1539346_con	0.004837885	0.023129394	0	0.28562568	0.051411179	0	0.023313527	0	0.021976183	0.019719933	0.016510335	0.036327946	0.246719566	0.048136655	0	0	0	0	0	0.003070489	0	0.219221227
GSM1539347_con	0	0.024568279	0	0.141564117	0.092661348	0.142487751	0.026119343	0	0	0.051601519	0.021234542	0.054802836	0.239220457	0.002678556	0	0.000889448	0	0.006917155	0.013405337	0	0	0.181849313
GSM1539348_con	0	0.013632849	0	0.308366528	0	0	0.012601909	0	0.001788003	0.023954856	0.104407389	0.05678432	0.213174688	0.009568619	0	0.013741972	0	0.006130828	0	0.007300679	0	0.22854736
GSM1539349_con	0	0.033478803	0	0.145687448	0.123453573	0	0.008143163	0	0.011591512	0	0.106799078	0.028455528	0.209303392	0.020542684	0	0	0	0.001387491	0	0	0	0.311157329
GSM1539350_con	0	0.021667573	0	0.139727093	0.134398829	0	0.010185827	0	0.031327995	0	0.192804352	0	0.192585023	0.022467444	0	0	0	0	0	0.033462501	0	0.221373362
GSM1539351_con	0	0.037548263	0	0.101316076	0.198716026	0	0	0	0.031011407	0	0.13611817	0.007192728	0.251643818	0.008426523	0	0	0	0.001626911	0	0.036992813	0	0.189407264
GSM1539352_con	0	0.098815742	0	0.071137874	0.179686037	0.029384706	0	0	0.006352067	0.063648424	0.017273391	0.004661618	0.302123804	0.011650848	0	0	0	0.042272985	0	0.018782344	0	0.15421016
