id	logFC	AveExpr	t	P.Value	adj.P.Val	B
NFYB	0.00142716820609934	6.94507601536313	0.159089320927137	0.873643368471618	0.927571971463694	-7.19194934672165
ERG	0.000328456584474779	6.70736660893855	0.122364055745329	0.902645042459997	0.954436151453603	-7.19709662776933
SMAD3	0.00155190468672828	8.00819441620112	0.112749218172075	0.910260985159818	0.958560547637686	-7.19822234527684
HIRA	0.000672270949015008	6.8133641103352	0.0969670380468938	0.922779708528268	0.967200567835509	-7.19987054983191
ERCC6	-0.00041385922299142	6.74113343715084	-0.0876980183875126	0.930141217588267	0.967200567835509	-7.20072292752508
SPIB	-0.00182913371578497	7.12435764664804	-0.0845045080950504	0.932678942257997	0.967200567835509	-7.20099678341008
SUMO1	0.000324843530431274	6.72592577513966	0.0835205139682811	0.933461013143573	0.967200567835509	-7.20107911773419
TCF7	-0.000386360288759491	6.85406174860335	-0.0690787641711497	0.94494621300721	0.975184491823441	-7.20217657463908
E2F7	-0.000249995052752361	6.68213081284916	-0.0633409037563649	0.949512724458784	0.975993159005443	-7.20255494626097
NR2C2	0.000301234028935227	7.00857131424581	0.0362288488904758	0.971109981681314	0.994231647911821	-7.20389927969902
SMARCC1	-0.000407461803638043	8.49841926815643	-0.0308273290388786	0.97541583682819	0.994692829650881	-7.20407965324539
TAL1	0.000106314825043974	6.83205199860335	0.0147649768281139	0.988223794423338	0.998435517119426	-7.20444433925919
MYC	0.000248443733938508	7.86585417458101	0.0143183075495201	0.988580022796838	0.998435517119426	-7.2044508084233
AR	-4.94653473976925e-05	6.76354407541899	-0.00826435874435947	0.993408373048974	0.998435517119426	-7.20451889047561
RFX5	-5.92156960754764e-05	7.77693366340782	-0.00667841031069399	0.994673299541855	0.998435517119426	-7.2045306920208
PPARG	9.68664859435364e-06	6.75651798463687	0.0019614745781748	0.998435517119426	0.998435517119426	-7.204550986909
